nvar,r,d,prop_Hacker,prop_H1,het,iter,alpha,strategy,p1,p2,p3,p4,p5,k_sig,k
150,0.3,0,0.5,0,0,10000,0.05,2,0.56395800933126,0.234836702954899,0.107698289269051,0.0587091757387247,0.0347978227060653,5144,10000
150,0.3,0,0.5,0,0,10000,0.05,3,0.167573872472784,0.194790046656299,0.195956454121306,0.21850699844479,0.223172628304821,5144,10000
2,0.6,0,0.5,0,0,10000,0.05,1,0.212481426448737,0.194650817236256,0.188707280832095,0.203566121842496,0.200594353640416,673,10000
2,0.6,0,0.5,0,0,10000,0.05,2,0.212481426448737,0.194650817236256,0.188707280832095,0.203566121842496,0.200594353640416,673,10000
2,0.6,0,0.5,0,0,10000,0.05,3,0.202080237741456,0.190193164933135,0.193164933135215,0.203566121842496,0.210995542347697,673,10000
5,0.6,0,0.5,0,0,10000,0.05,1,0.231707317073171,0.194250871080139,0.177700348432056,0.195993031358885,0.200348432055749,1148,10000
5,0.6,0,0.5,0,0,10000,0.05,2,0.231707317073171,0.194250871080139,0.177700348432056,0.195993031358885,0.200348432055749,1148,10000
5,0.6,0,0.5,0,0,10000,0.05,3,0.185540069686411,0.175087108013937,0.183797909407666,0.221254355400697,0.234320557491289,1148,10000
10,0.6,0,0.5,0,0,10000,0.05,1,0.258760107816712,0.211590296495957,0.18733153638814,0.162398921832884,0.179919137466307,1484,10000
10,0.6,0,0.5,0,0,10000,0.05,2,0.258760107816712,0.211590296495957,0.18733153638814,0.162398921832884,0.179919137466307,1484,10000
10,0.6,0,0.5,0,0,10000,0.05,3,0.168463611859838,0.185309973045822,0.204851752021563,0.19811320754717,0.243261455525606,1484,10000
30,0.6,0,0.5,0,0,10000,0.05,1,0.291581943879626,0.226108174054494,0.173241154941033,0.160634404229362,0.148434322895486,2459,10000
30,0.6,0,0.5,0,0,10000,0.05,2,0.291581943879626,0.226108174054494,0.173241154941033,0.160634404229362,0.148434322895486,2459,10000
30,0.6,0,0.5,0,0,10000,0.05,3,0.130540870272469,0.199267995119967,0.201301342008947,0.222854819032127,0.24603497356649,2459,10000
70,0.6,0,0.5,0,0,10000,0.05,1,0.334165366614665,0.206864274570983,0.181903276131045,0.154758190327613,0.122308892355694,3205,10000
70,0.6,0,0.5,0,0,10000,0.05,2,0.334165366614665,0.206864274570983,0.181903276131045,0.154758190327613,0.122308892355694,3205,10000
70,0.6,0,0.5,0,0,10000,0.05,3,0.119500780031201,0.157254290171607,0.213416536661466,0.242121684867395,0.267706708268331,3205,10000
150,0.6,0,0.5,0,0,10000,0.05,1,0.39273757404069,0.203966005665722,0.163275817666753,0.126191089363894,0.113829513262941,3883,10000
