nvar,r,d,prop_Hacker,prop_H1,het,iter,alpha,strategy,p1,p2,p3,p4,p5,k_sig,k
1,0,0.8,0,0.2,0.2,10000,0.05,3,0.666122004357299,0.104575163398693,0.0920479302832244,0.0637254901960784,0.0735294117647059,1836,10000
1,0,0.1,0,0.3,0.2,10000,0.05,1,0.366020524515393,0.17787913340935,0.153933865450399,0.144811858608894,0.157354618015964,877,10000
1,0,0.1,0,0.3,0.2,10000,0.05,2,0.366020524515393,0.17787913340935,0.153933865450399,0.144811858608894,0.157354618015964,877,10000
1,0,0.1,0,0.3,0.2,10000,0.05,3,0.366020524515393,0.17787913340935,0.153933865450399,0.144811858608894,0.157354618015964,877,10000
1,0,0.2,0,0.3,0.2,10000,0.05,1,0.435721295387635,0.145240431795878,0.148184494602552,0.139352306182532,0.131501472031403,1019,10000
1,0,0.2,0,0.3,0.2,10000,0.05,2,0.435721295387635,0.145240431795878,0.148184494602552,0.139352306182532,0.131501472031403,1019,10000
1,0,0.2,0,0.3,0.2,10000,0.05,3,0.435721295387635,0.145240431795878,0.148184494602552,0.139352306182532,0.131501472031403,1019,10000
1,0,0.3,0,0.3,0.2,10000,0.05,1,0.474358974358974,0.169070512820513,0.137019230769231,0.101762820512821,0.117788461538462,1248,10000
1,0,0.3,0,0.3,0.2,10000,0.05,2,0.474358974358974,0.169070512820513,0.137019230769231,0.101762820512821,0.117788461538462,1248,10000
1,0,0.3,0,0.3,0.2,10000,0.05,3,0.474358974358974,0.169070512820513,0.137019230769231,0.101762820512821,0.117788461538462,1248,10000
1,0,0.4,0,0.3,0.2,10000,0.05,1,0.553739786297926,0.138277812696417,0.115021998742929,0.0999371464487744,0.0930232558139535,1591,10000
1,0,0.4,0,0.3,0.2,10000,0.05,2,0.553739786297926,0.138277812696417,0.115021998742929,0.0999371464487744,0.0930232558139535,1591,10000
1,0,0.4,0,0.3,0.2,10000,0.05,3,0.553739786297926,0.138277812696417,0.115021998742929,0.0999371464487744,0.0930232558139535,1591,10000
1,0,0.5,0,0.3,0.2,10000,0.05,1,0.598687807545107,0.130125751776927,0.103335155822854,0.0940404592673592,0.0738108255877529,1829,10000
1,0,0.5,0,0.3,0.2,10000,0.05,2,0.598687807545107,0.130125751776927,0.103335155822854,0.0940404592673592,0.0738108255877529,1829,10000
1,0,0.5,0,0.3,0.2,10000,0.05,3,0.598687807545107,0.130125751776927,0.103335155822854,0.0940404592673592,0.0738108255877529,1829,10000
